CIN,LLPIN,Entity Status,Date of Incorporation,Paid-up Capital,PAN,GSTIN,GSTR Variance %,ITC Availed,Audited Net Income,Inventory,Accounts Receivable,EBITDA,Long-Term Debt,Cheque Bounces,NACH Returns,OD Utilization,NACH Obligation %,CMR Rank,Asset Classification,Wilful Defaulter,Capacity Utilization,Machinery Status,Promoter Experience,Contingent Liabilities,Auditor Qualifications,Shareholding Pledge,Risk Premium,Target_Decision
U98879MH2023PTC483826,AAA-9372,Active,2019-04-03,4377794,BPSOK8928J,27RNDQW6753N1Z5,2.77,788002.92,2670894,3281051,114110144,1164278,25058452,4,3,62%,35%,7,SMA-1,False,80%,Dilapidated,34,630387,Qualified,17%,0.5%,2
L99127KA2001PTC420414,AAA-3889,Active,2011-01-04,84368870,DBOBO5779F,27RBVFW2686I1Z5,2.44,15186396.6,5419830,2852819,25177207,6838884,23562098,0,1,39%,60%,1,Standard,False,74%,Modern,40,12565639,Clean,23%,3.53%,1
L39189DL2013PTC584900,AAA-7461,Active,1996-05-13,15434634,TZGDW7978O,27SAYKX7031L1Z5,5.6,2778234.12,30847782,4257111,137308516,17203389,25675384,0,0,18%,62%,3,Standard,False,74%,Dilapidated,13,1834881,Clean,12%,3.24%,1
U93363MH2018PTC816943,AAA-8253,Active,2005-10-02,24282301,XLEAC8886P,27KYJGQ8171F1Z5,11.21,4370814.18,3495508,3658278,16429887,1170239,63213567,1,2,86%,69%,6,SMA-2,False,49%,Modern,11,2265050,Clean,17%,2.98%,2
U89759GJ2002PTC254649,AAA-5672,Active,2017-04-04,66832250,RRAAW8244J,27VUNZY7513H1Z5,11.49,12029805.0,5626614,1236394,137481848,1694058,93940181,0,0,22%,35%,1,Standard,False,86%,Dilapidated,28,7613386,Clean,18%,0.95%,1
U38874TN2002PTC442728,AAA-7387,Dormant,2010-06-19,61834403,SDFMW9099N,27ONGBH3443Z1Z5,1.09,11130192.54,45230939,1915099,224557428,4077160,67850599,1,1,35%,59%,3,Standard,False,88%,Legacy,5,1372245,Clean,21%,0.6%,1
L10840KA2015PTC654318,AAA-5667,Active,2017-11-22,61202636,TKEOG3367Z,27OCCXW5702G1Z5,10.99,11016474.48,26788586,4747645,51255184,7351521,34021731,1,1,27%,27%,2,Standard,False,51%,Modern,5,3762816,Clean,26%,1.64%,1
L68104DL1997PTC437278,AAA-6787,Active,2002-11-06,6623142,ZESKV4295L,27NHAHO6269K1Z5,0.47,1192165.56,3962452,3350819,80779926,867578,42272853,6,4,95%,23%,8,SMA-2,True,85%,Modern,6,101765,Adverse,4%,3.03%,0
L41734MH1998PTC797300,AAA-8831,Active,2020-04-25,45848028,YLRED1011W,27IRBSN2637Q1Z5,5.42,8252645.04,1166682,2060893,373055888,4852563,19883211,6,4,92%,15%,10,NPA,False,68%,Modern,40,5214666,Adverse,11%,4.52%,0
U97317DL2024PTC241391,AAA-3489,Active,2015-02-18,49268117,QOJDI1555K,27MDZJE2499R1Z5,11.89,8868261.06,342593,2199090,169846076,1214919,94227724,4,3,77%,20%,5,SMA-2,False,42%,Modern,11,5129967,Qualified,32%,4.59%,2
U23275DL2004PTC946508,AAA-9015,Active,1998-10-26,39569978,MRIAN6581M,27NIMIG9152D1Z5,5.62,7122596.04,31545219,1276728,138479147,11951325,5775740,1,1,11%,42%,2,Standard,False,40%,Modern,27,1260062,Clean,43%,4.99%,1
U29740DL1997PTC765940,AAA-2921,Active,2022-04-03,31329234,RHTKV2780E,27IEWJT1071D1Z5,5.66,5639262.12,3492814,2096668,210454737,1712882,60269313,1,3,63%,10%,4,SMA-1,False,52%,Dilapidated,38,1842049,Qualified,39%,5.39%,2
L21293KA2010PTC308813,AAA-1814,Active,2022-11-15,68944936,WJIKN3923N,27TYPPD8779S1Z5,1.01,12410088.48,26850825,3122359,316511468,663369,19934875,0,1,47%,56%,1,Standard,False,55%,Dilapidated,36,8827386,Clean,21%,4.58%,1
L86216DL1997PTC327272,AAA-1149,Active,2018-03-06,62077057,DCRRP0184X,27YKPCA8663J1Z5,8.31,11173870.26,4282478,176839,181708908,1159050,93790577,5,3,108%,53%,8,SMA-2,False,67%,Legacy,16,11168753,Adverse,22%,3.1%,0
L28331GJ1996PTC419527,AAA-2376,Active,2012-10-14,5642799,AACIH5963H,27TOPCX7774M1Z5,6.21,1015703.82,36985454,4820232,416085845,13536616,69576139,0,0,18%,16%,1,Standard,False,41%,Legacy,5,968758,Clean,29%,3.79%,1
U63430TN1991PTC196103,AAA-4575,Active,2009-08-30,45412176,GAVFD4551N,27CLSJP7841Q1Z5,11.52,8174191.68,40512144,1832342,222020743,7254063,29856992,1,0,10%,72%,2,Standard,False,53%,Dilapidated,24,2609608,Clean,47%,4.45%,1
U03396DL2005PTC802760,AAA-9463,Active,2025-02-21,13788253,LGXMU4165W,27DSTQN1490R1Z5,8.88,2481885.54,3351652,1603288,370184544,668534,83182220,1,1,61%,37%,7,SMA-2,False,52%,Legacy,34,1309498,Clean,46%,1.03%,2
U68671GJ2020PTC656651,AAA-6198,Active,2007-12-28,68631179,OBYLJ9290K,27JARQB2883A1Z5,5.66,12353612.22,41294990,4280116,47263235,11894140,57008899,0,0,54%,42%,2,Standard,False,52%,Modern,24,9497495,Clean,46%,2.28%,1
U79957MH2007PTC577116,AAA-9725,Active,2015-02-16,24992615,PDLCW7139Z,27UMYMH0425O1Z5,3.9,4498670.7,114315,4123031,41710584,611843,86614828,4,3,82%,51%,7,SMA-1,False,58%,Legacy,37,2110391,Qualified,26%,1.46%,2
U64207MH1990PTC622089,AAA-1921,Active,2013-01-30,59778868,OWHLA0746G,27UTPNT9108O1Z5,11.38,10760196.24,20814303,3736718,57427757,12896402,91800480,0,1,39%,74%,1,Standard,False,52%,Dilapidated,26,6315371,Clean,23%,4.46%,1
L24325DL2016PTC293608,AAA-4604,Active,2021-04-21,7744314,EAUVB4343K,27SXBNA7815R1Z5,8.53,1393976.52,2545039,3893743,373862127,1608787,94702406,3,2,90%,33%,7,SMA-1,False,87%,Dilapidated,24,1111402,Clean,17%,2.94%,2
U22416MH2018PTC867302,AAA-3463,Active,2014-10-08,39978656,SSMTD2483G,27RHZVU2298U1Z5,0.14,7196158.08,43969486,4671503,248581262,6120857,47120548,0,0,21%,11%,1,Standard,False,53%,Legacy,28,7339293,Clean,7%,0.57%,1
L75153KA2002PTC086756,AAA-6281,Active,2001-01-09,14981641,OYARZ5743U,27UCYXK1599C1Z5,2.72,2696695.38,3085348,1128032,73080846,1756258,78618742,4,1,76%,62%,5,SMA-1,False,71%,Legacy,27,2943272,Qualified,32%,1.67%,2
L45634GJ2016PTC041026,AAA-7505,Active,2020-06-26,83637661,NQPCH3010B,27PTTFG0031Q1Z5,10.3,15054778.98,5145376,3215157,47863809,3128119,13479761,1,1,54%,52%,1,Standard,False,41%,Legacy,38,7774284,Clean,5%,0.78%,1
U28215DL1995PTC754169,AAA-1146,Active,2022-08-17,64709900,HUUJG5795Q,27YDWQQ0616C1Z5,1.18,11647782.0,2324265,3488950,71048886,208107,87743730,6,5,103%,45%,8,NPA,True,93%,Dilapidated,14,628495,Adverse,24%,4.94%,0
U84969KA1998PTC069372,AAA-3024,Active,2010-05-26,12157719,XEOII4238H,27IUNEU4536B1Z5,10.78,2188389.42,41796914,4289474,69721789,3401531,52455897,0,0,52%,11%,3,Standard,False,76%,Modern,13,1812523,Clean,13%,4.9%,1
L67301MH1990PTC839516,AAA-7896,Active,2002-04-28,26520207,AUZHD1481T,27USFXK9409X1Z5,10.19,4773637.26,15278389,4374334,147353312,4345009,44048151,0,1,57%,71%,3,Standard,False,71%,Dilapidated,19,2856029,Clean,43%,4.46%,1
U79341KA2005PTC690219,AAA-3337,Dormant,2007-01-13,21542397,TDFKT6554F,27MEJYS3488K1Z5,8.27,3877631.46,38104142,1917100,7171916,17621408,1886900,0,0,26%,71%,1,Standard,False,79%,Dilapidated,4,2412266,Clean,17%,2.76%,1
U27039KA2023PTC557883,AAA-7958,Active,2001-02-27,21081566,GKLAK2374K,27WBXYB3523V1Z5,8.91,3794681.88,43340056,3824505,242893838,13204575,78958614,0,0,40%,18%,2,Standard,False,42%,Modern,10,562521,Clean,7%,1.1%,1
L05389GJ2021PTC434835,AAA-5566,Active,1996-04-09,66822726,SVBGQ8217D,27PZIUT1802P1Z5,2.15,12028090.68,2033754,1768685,115518241,365413,14266488,4,3,77%,57%,6,SMA-1,False,86%,Modern,38,908232,Clean,11%,4.52%,2
U13136DL2014PTC777236,AAA-1704,Active,2004-11-02,79423655,RPFXH3701U,27LWJGH6106J1Z5,10.24,14296257.9,21654438,4259377,6824315,10825298,63686226,4,4,87%,19%,8,NPA,False,46%,Modern,39,11818843,Adverse,37%,2.95%,0
U80688KA2000PTC611483,AAA-4611,Active,1996-05-27,31826800,TJCNQ0043A,27DGUBY3860P1Z5,1.55,5728824.0,13556889,3555061,71233215,6285634,72762186,0,1,24%,21%,2,Standard,False,91%,Modern,23,2529333,Clean,0%,0.66%,1
U38315TN2006PTC758500,AAA-1804,Active,2025-05-05,27271551,GYZIB9234N,27BFBTR3714F1Z5,1.77,4908879.18,893115,4819261,158591326,1113911,36580812,1,3,83%,40%,7,SMA-1,False,66%,Modern,27,3297858,Clean,26%,3.78%,2
L96248TN2018PTC707159,AAA-6947,Active,2000-01-21,35417370,MLIIJ8578Z,27XRARN0372C1Z5,9.71,6375126.6,29664258,4718071,40168426,17553636,48752294,1,1,55%,19%,2,Standard,False,40%,Modern,38,758101,Clean,46%,0.59%,1
U97083DL1992PTC646149,AAA-4034,Active,2004-01-11,23689868,UOUVY4366G,27SQCJR7968M1Z5,10.36,4264176.24,119654,3277280,296573270,1043802,19927111,4,3,108%,53%,9,SMA-2,False,48%,Dilapidated,6,2590275,Adverse,27%,1.49%,0
U32388TN2002PTC601292,AAA-6875,Active,1999-05-01,29084408,KJZJD5616I,27WNHBB9395D1Z5,7.3,5235193.44,28598235,2153069,209360933,10752778,9251376,1,0,23%,29%,2,Standard,False,87%,Dilapidated,38,1566917,Clean,41%,5.08%,1
L67648GJ1991PTC512379,AAA-2963,Active,2004-12-16,30817648,JDOXL0925N,27JODTP0934N1Z5,0.41,5547176.64,1772272,200497,52173501,1345224,33260200,6,3,108%,21%,9,NPA,False,50%,Dilapidated,4,628410,Qualified,48%,3.56%,0
L19897KA2012PTC740412,AAA-3144,Active,2023-11-09,63301277,LSFZK5074J,27DXCRE0233O1Z5,9.92,11394229.86,34955219,1023143,155233170,7610944,9445929,1,0,41%,15%,3,Standard,False,78%,Legacy,40,7449886,Clean,24%,5.33%,1
U73324TN1998PTC387515,AAA-9332,Active,1997-04-05,2018860,OTPUZ5815E,27TFOPR6118A1Z5,0.6,363394.8,42900685,1024319,33669336,7163511,42219493,1,0,47%,20%,2,Standard,False,53%,Legacy,10,314579,Clean,26%,5.1%,1
L20619KA2003PTC512951,AAA-9910,Active,2008-06-27,26365806,HZCAO3059I,27IMKOZ0902W1Z5,3.83,4745845.08,1590211,4818418,140212360,1624002,3583986,6,3,107%,17%,9,NPA,True,56%,Dilapidated,14,5056609,Qualified,26%,0.74%,0
U85843TN1992PTC962294,AAA-9354,Active,2016-08-31,61350838,XBTIY7809A,27KKXRD4797Y1Z5,9.16,11043150.84,43585539,4880346,106680502,1286000,78934800,1,0,55%,54%,1,Standard,False,50%,Modern,14,1236668,Clean,29%,0.87%,1
L30739DL2017PTC538551,AAA-2497,Active,2023-10-18,38394897,CQZFU2809Y,27HVGZN2295A1Z5,7.01,6911081.46,36642173,2603588,152755939,4124655,23888863,0,1,12%,31%,3,Standard,False,76%,Dilapidated,24,4157536,Clean,11%,5.13%,1
U96509TN1990PTC445172,AAA-7234,Active,2016-04-14,51054393,VUSHP6910B,27POABQ2269K1Z5,7.8,9189790.74,2159325,3518491,30257742,1954532,24018999,7,3,104%,13%,10,NPA,True,89%,Modern,18,4932707,Qualified,28%,5.31%,0
L07921GJ2010PTC872612,AAA-2947,Active,2001-01-22,73777577,TWKNK1861I,27RWSSY9339I1Z5,1.02,13279963.86,3067557,212512,98396309,1526643,47879503,1,1,73%,22%,7,SMA-1,False,66%,Legacy,4,7120194,Clean,3%,3.04%,2
L29632MH1992PTC127228,AAA-8856,Active,2000-01-26,54073743,SHREY6678J,27PLKQX5280X1Z5,5.32,9733273.74,16646851,2373222,156848704,12859906,34619202,0,0,51%,26%,2,Standard,False,55%,Modern,5,6988281,Clean,22%,2.78%,1
L08915KA1995PTC678059,AAA-4989,Active,2008-11-14,56762611,LEZHJ5381Q,27LRMQS7825U1Z5,8.39,10217269.98,3925849,2460478,11533114,1616396,82395585,4,3,91%,28%,10,NPA,True,65%,Legacy,35,11113036,Qualified,3%,2.46%,0
U11664KA2006PTC629723,AAA-2303,Active,2017-10-24,83329098,RGKWN6290P,27ELNZR1527W1Z5,10.42,14999237.64,28787883,2921655,1503864,1107366,44847204,1,0,25%,54%,3,Standard,False,90%,Modern,10,11138527,Clean,23%,2.15%,1
U74032MH2018PTC797953,AAA-8183,Active,2013-03-24,16627104,ZIVIS7355K,27XZFRL1423B1Z5,10.04,2992878.72,22212693,4992855,91884463,6986149,82068672,0,1,21%,61%,1,Standard,False,51%,Modern,18,2919015,Clean,20%,2.56%,1
L03199TN2006PTC134341,AAA-2670,Active,2001-09-04,30283184,CESLD6739D,27CRKOH1400T1Z5,2.89,5450973.12,4991968,208154,101579935,1037876,97112584,7,2,103%,38%,7,SMA-2,False,85%,Modern,30,2365377,Qualified,45%,3.63%,0
L94322TN1999PTC176115,AAA-4317,Active,2007-04-04,57939630,TMGXP9674F,27KJDVR5365D1Z5,8.54,10429133.4,4985417,163121,1072037,282623,95565735,3,2,105%,71%,9,SMA-2,True,68%,Legacy,30,6937081,Qualified,37%,4.71%,0
U25853MH2022PTC509765,AAA-7826,Active,2011-08-19,60730910,MWOBN1366C,27DOSRW9337J1Z5,5.48,10931563.8,22442477,4388393,27550856,16116965,80920314,1,1,10%,38%,3,Standard,False,41%,Legacy,28,11213796,Clean,40%,1.32%,1
L85547MH2003PTC656327,AAA-5505,Active,2013-08-29,47598824,QOZLQ8124H,27TWLRD3880K1Z5,8.08,8567788.32,2024318,1597153,354409024,1427569,65575263,0,1,41%,21%,2,Standard,False,78%,Legacy,15,4830352,Clean,11%,1.36%,1
L31915GJ2005PTC999157,AAA-9476,Active,2015-02-28,48556914,WYHSR6464F,27YLZWF5757C1Z5,6.74,8740244.52,18999586,768448,147082168,9406235,91635118,0,1,25%,70%,1,Standard,False,48%,Modern,14,533575,Clean,10%,0.59%,1
L08848DL2018PTC534627,AAA-1221,Struck Off,2015-09-02,70074457,RUXXK5536B,27DWVED0133R1Z5,5.69,12613402.26,4158275,1350807,41363569,1445328,93286493,3,2,60%,21%,5,SMA-2,False,44%,Legacy,10,13342798,Qualified,41%,2.21%,2
U03322DL1990PTC854265,AAA-7153,Dormant,2002-06-21,45143319,DQSQJ5362K,27LHJIY2128X1Z5,6.16,8125797.42,43608040,3521817,132564248,9394421,43901778,1,1,46%,35%,1,Standard,False,41%,Dilapidated,9,3690772,Clean,18%,1.36%,1
L21829DL2020PTC434564,AAA-5936,Active,2015-05-11,57837018,NUZKM4766G,27WHKYD5434Q1Z5,7.55,10410663.24,11480537,675645,4754907,6726087,22945480,0,1,30%,43%,1,Standard,False,86%,Modern,20,5388630,Clean,20%,2.92%,1
L76673DL1995PTC214883,AAA-2550,Active,1999-12-19,51540457,MIYPC4448H,27NHHFE3496Q1Z5,9.73,9277282.26,45184332,644379,123211945,12961988,77448249,1,1,60%,27%,3,Standard,False,43%,Dilapidated,13,491522,Clean,31%,3.46%,1
L80297KA2017PTC752318,AAA-9524,Active,2009-10-27,24647661,XAROT1662J,27CPOBL7280F1Z5,6.29,4436578.98,36474614,4188346,15401819,8671568,89236278,0,0,59%,48%,1,Standard,False,86%,Modern,36,3128945,Clean,39%,1.4%,1
L96527GJ2000PTC032078,AAA-6083,Active,2022-01-30,43017934,PBHGC3415A,27QEVZP0250M1Z5,11.91,7743228.12,1462858,928454,228546252,548747,65941928,2,2,71%,54%,6,SMA-1,False,95%,Legacy,27,6894892,Clean,18%,4.53%,2
L57523MH2007PTC765316,AAA-8012,Active,2003-11-18,36429079,CCCHQ8284Y,27PJJTC5083S1Z5,0.53,6557234.22,1246678,3004518,437838905,1685749,93355094,7,5,86%,43%,7,NPA,True,60%,Dilapidated,16,2061554,Adverse,45%,2.49%,0
U83474KA2005PTC313104,AAA-5322,Active,2022-05-12,56805732,ISWUS3641L,27GEFOG0745Y1Z5,8.9,10225031.76,9000563,297923,131471354,6274954,55930382,0,1,21%,31%,2,Standard,False,49%,Legacy,9,4492031,Clean,21%,1.15%,1
U33705GJ2017PTC909425,AAA-9211,Active,2005-08-14,27433322,TAGRI1021P,27ZTCPQ2114H1Z5,9.94,4937997.96,44533348,2993591,59469450,10358531,36197649,1,1,34%,73%,2,Standard,False,71%,Dilapidated,33,1226793,Clean,10%,3.95%,1
L59415KA2006PTC823164,AAA-2051,Active,2001-07-20,54516326,BRWAF3833G,27DUWVR9879O1Z5,0.35,9812938.68,1334312,4546524,181233174,1134412,90002918,3,2,82%,71%,7,SMA-1,False,85%,Modern,17,8996229,Qualified,39%,1.15%,2
L35117MH2016PTC646392,AAA-4526,Active,1997-11-15,69382482,KLINO6610J,27ZEROU5504V1Z5,4.08,12488846.76,151722,3917140,4206593,1021800,68625341,2,2,66%,40%,7,SMA-1,False,53%,Legacy,10,1955047,Clean,33%,2.4%,2
L60741GJ2007PTC599269,AAA-1563,Active,2018-01-06,37326363,BUGRI1240F,27SBJZA2413F1Z5,5.71,6718745.34,24708754,151009,7333520,19962707,82613107,0,0,31%,26%,3,Standard,False,69%,Dilapidated,7,3107285,Clean,3%,2.82%,1
U32788GJ1994PTC610801,AAA-7707,Active,2013-09-08,12225548,UISKN8801R,27BATNW8221O1Z5,0.38,2200598.64,4404564,1016155,68533952,1535190,15463587,2,3,68%,10%,5,SMA-1,False,74%,Dilapidated,15,946228,Clean,14%,2.04%,2
U63549GJ2017PTC991611,AAA-9494,Dormant,2024-10-26,37264267,YHSHD1211I,27UJCGR0916Y1Z5,10.19,6707568.06,2042164,1558199,1066178,7582524,19775693,0,0,13%,38%,1,Standard,False,60%,Modern,6,6973652,Clean,28%,4.06%,1
U30030DL2019PTC255150,AAA-8461,Active,2004-04-24,39540155,APGMA6051P,27UWVVH7469Y1Z5,5.29,7117227.9,27022492,2515661,168355678,11210879,34154992,1,1,47%,73%,3,Standard,False,75%,Modern,25,3907171,Clean,9%,5.0%,1
U65793MH2009PTC047411,AAA-7265,Active,2015-09-22,30402915,WTMQQ8624U,27ZSWSW0220G1Z5,9.72,5472524.7,4570085,1781134,114544273,1397345,36671493,3,2,70%,60%,6,SMA-1,False,74%,Modern,19,2952448,Clean,9%,1.48%,2
U76824DL2008PTC714631,AAA-9561,Active,1997-04-04,32388755,DQDQI1059P,27UJQQF6349O1Z5,11.44,5829975.9,612573,47234,76573739,954277,37465683,5,5,88%,19%,8,NPA,True,94%,Dilapidated,11,1642261,Qualified,28%,3.38%,0
L35476DL2004PTC748464,AAA-9951,Active,1996-08-25,83632905,NXVAC2282A,27IWRJD2811U1Z5,8.81,15053922.9,3197702,1128097,4195684,1307052,84291374,2,2,81%,42%,6,SMA-1,False,44%,Legacy,16,16682890,Qualified,20%,0.67%,2
U42376KA2023PTC478229,AAA-3188,Active,1997-10-31,22648119,PGCJN4953Y,27CXFTB2787W1Z5,1.98,4076661.42,16750837,2837609,209635603,552701,27483730,1,1,21%,45%,2,Standard,False,82%,Dilapidated,23,3855912,Clean,34%,3.47%,1
L56573MH2002PTC153748,AAA-5060,Struck Off,1998-07-10,48232358,EUDNK7857L,27LSLEO0950Q1Z5,1.4,8681824.44,15484745,3537331,75792403,8520776,24563690,1,0,44%,47%,1,Standard,False,90%,Legacy,27,8309107,Clean,37%,2.53%,1
U84403KA2016PTC935462,AAA-2043,Active,2015-01-19,32303903,UVGOG4384K,27FLKQY3518E1Z5,0.22,5814702.54,16146719,2870834,242543106,10372344,24081055,1,0,52%,39%,3,Standard,False,64%,Legacy,23,5746826,Clean,0%,5.0%,1
U78244DL1997PTC147133,AAA-5626,Active,2016-07-29,18206919,IRSWH9514B,27IIUPU1742R1Z5,7.82,3277245.42,4913994,1992049,125624237,1458451,58146055,7,4,97%,60%,7,SMA-2,True,66%,Legacy,30,3323421,Adverse,48%,0.55%,0
L48595KA2020PTC819180,AAA-5972,Active,2002-02-03,32052598,HHORM8005I,27UVIEH4496A1Z5,5.84,5769467.64,40149013,4786700,118109535,7865541,36379353,3,5,93%,36%,8,SMA-2,False,43%,Legacy,11,1597549,Adverse,17%,1.57%,0
U35194TN1991PTC238989,AAA-8320,Struck Off,2003-06-13,41001355,WJVNL5878N,27AOLKY0422O1Z5,7.1,7380243.9,38777389,2197518,272836803,13275057,63405530,1,1,51%,60%,1,Standard,False,83%,Modern,38,1667332,Clean,36%,4.26%,1
U04971KA2000PTC993698,AAA-9436,Active,2015-01-31,9742134,RCTNE1722S,27KZOPT7774G1Z5,8.07,1753584.12,28725514,2156461,27035048,11462283,62471740,4,5,92%,30%,7,SMA-2,True,94%,Dilapidated,30,408387,Adverse,37%,3.67%,0
L04118KA2010PTC739601,AAA-8552,Active,2001-03-31,59891761,PIURK7966B,27KXHNX0398X1Z5,11.76,10780516.98,37848088,3061386,999022,10628711,9125707,1,0,49%,68%,1,Standard,False,60%,Dilapidated,7,3690979,Clean,1%,5.24%,1
L72816DL2004PTC149243,AAA-5267,Active,2003-07-15,10987880,JPNBD3603I,27GQTRP2779S1Z5,2.74,1977818.4,1115804,3662871,6225477,688078,26914669,3,3,79%,62%,6,SMA-1,False,82%,Dilapidated,9,480112,Clean,43%,1.24%,2
L93378KA1995PTC829817,AAA-2290,Active,2011-06-23,755856,NZFYM4330Z,27NYGCJ1931O1Z5,3.49,136054.08,1897103,1155737,122670932,707423,81546745,1,2,76%,27%,4,SMA-2,False,60%,Legacy,4,126618,Clean,46%,1.58%,2
L02350TN2001PTC206763,AAA-1345,Active,2010-03-03,55979211,MPHXX3873A,27WFGSH1669V1Z5,3.7,10076257.98,3733601,685601,41962119,1155568,79283813,1,2,87%,55%,6,SMA-2,False,68%,Legacy,16,4334477,Qualified,14%,4.14%,2
L25553TN1994PTC235128,AAA-6599,Active,2022-11-06,40194364,XVDLC4626G,27YAYGS0422O1Z5,9.97,7234985.52,27457051,3841853,158563570,12084841,9849744,0,1,20%,47%,3,Standard,False,80%,Legacy,26,1566297,Clean,7%,4.92%,1
U57148MH2013PTC606210,AAA-6853,Active,2008-04-30,36557334,QQBOH0442Z,27YDUTY3730W1Z5,4.04,6580320.12,10328811,4584835,244684669,13497450,68167311,1,0,21%,13%,1,Standard,False,77%,Modern,31,3937412,Clean,21%,4.56%,1
U28694MH2010PTC176489,AAA-7648,Active,2003-10-05,11751790,LFUOL4184H,27BSDTT0969A1Z5,0.25,2115322.2,42627582,3835899,142473202,7284636,31424660,1,1,56%,50%,3,Standard,False,66%,Dilapidated,8,449654,Clean,49%,4.23%,1
U76650GJ2012PTC567404,AAA-8919,Active,2002-06-06,5312483,UPKWX5225J,27DWOLP4899D1Z5,6.05,956246.94,2648060,459498,23510417,272769,16177218,2,3,77%,19%,6,SMA-2,False,59%,Legacy,30,727570,Clean,26%,3.27%,2
U04404MH1994PTC930694,AAA-7729,Active,2010-09-09,68363426,XDCZV1009S,27ORHSR3259U1Z5,3.69,12305416.68,833237,244757,442521491,797317,96232881,4,2,71%,73%,6,SMA-1,False,85%,Legacy,27,3004315,Clean,6%,1.86%,2
U52565GJ2022PTC604239,AAA-5705,Struck Off,1998-03-10,26839122,NRUVU0330N,27XVIQF0068N1Z5,11.19,4831041.96,3562464,2379588,28401465,1396179,90874227,2,1,90%,13%,6,SMA-1,False,43%,Dilapidated,35,4393175,Qualified,47%,0.94%,2
L35458GJ2000PTC071168,AAA-2005,Active,1997-04-25,39606560,XHEZB4633T,27GOMEN5517X1Z5,6.18,7129180.8,3839597,113834,5505218,994253,64048473,7,5,110%,20%,8,SMA-2,False,53%,Dilapidated,16,4047402,Qualified,9%,4.76%,0
L67889DL2006PTC686418,AAA-3205,Active,2002-03-09,34706271,TUGTP4417Z,27SSKNC2990A1Z5,2.28,6247128.78,568055,1491387,7008969,1579932,54579930,5,3,90%,36%,7,NPA,False,70%,Legacy,6,5227863,Adverse,36%,2.17%,0
L91878KA2014PTC779608,AAA-9912,Active,2004-03-07,63248298,LNDFR4792G,27TFXZS2996H1Z5,4.71,11384693.64,2733715,3279183,171825333,707921,40964107,7,2,93%,63%,9,NPA,False,85%,Modern,13,10469044,Adverse,44%,1.19%,0
L30885GJ2017PTC887725,AAA-1322,Active,2009-01-31,30950787,QTHNJ1166M,27ADSKS4540U1Z5,10.65,5571141.66,2820908,1754567,116199430,737260,59449736,4,4,99%,62%,10,NPA,True,45%,Dilapidated,38,4842241,Qualified,38%,0.65%,0
U74666GJ1998PTC916202,AAA-6582,Active,2017-07-29,41287490,EBEAZ3067R,27RBYYA4750I1Z5,1.06,7431748.2,16279282,2451430,233040415,2299959,54756913,1,1,21%,57%,2,Standard,False,82%,Legacy,20,2813251,Clean,18%,2.97%,1
U85076TN1999PTC726679,AAA-6058,Struck Off,2008-10-19,52644048,UARBN1101W,27FBDQN2508X1Z5,4.96,9475928.64,32337444,3564149,164371632,17267030,73476964,0,0,51%,69%,1,Standard,False,56%,Modern,33,5737507,Clean,22%,3.05%,1
L55273MH1990PTC474937,AAA-8078,Active,2022-01-18,14823171,BTEQN8762J,27DFWUX3287F1Z5,9.25,2668170.78,18607424,2377555,140129883,11192838,82898605,0,0,59%,12%,1,Standard,False,61%,Modern,8,2508318,Clean,9%,2.49%,1
L46154MH2011PTC899182,AAA-4485,Active,2007-11-07,21490621,DDTXK2709B,27SBOMT9942Q1Z5,11.19,3868311.78,1581160,2955465,23624618,516537,14600958,3,2,80%,45%,6,SMA-1,False,70%,Modern,20,3036134,Clean,9%,1.7%,2
U36917DL2024PTC176900,AAA-2466,Active,2006-12-27,56319050,SAOWP6188S,27BYPSH2888X1Z5,3.91,10137429.0,32753625,4248361,72550213,5599956,5891822,1,0,60%,29%,2,Standard,False,65%,Legacy,33,10138373,Clean,47%,5.5%,1
U12926GJ1990PTC082950,AAA-6460,Active,2023-09-14,53315880,VCQAF8176T,27VVBII2068A1Z5,4.15,9596858.4,2277893,3129466,174768512,1531524,93673885,2,2,61%,15%,6,SMA-2,False,45%,Dilapidated,38,3049415,Clean,34%,5.4%,2
L64262MH1990PTC920069,AAA-3597,Active,2015-09-18,1414651,ZERBA7379O,27WORUP9786K1Z5,10.08,254637.18,25107537,4474937,157125201,10258517,35064054,0,0,41%,21%,1,Standard,False,43%,Modern,15,193006,Clean,28%,2.11%,1
U92765KA1992PTC375438,AAA-1982,Active,2016-06-15,53989426,ZZHDE0256Y,27SEKBY1772K1Z5,10.36,9718096.68,4374740,1588162,4377463,1654047,43341892,4,2,63%,19%,7,SMA-2,False,53%,Legacy,36,2153914,Qualified,2%,4.54%,2
U36440TN1996PTC170696,AAA-7167,Struck Off,2021-02-14,16568601,SERJW7530X,27RFVKJ3074F1Z5,0.96,2982348.18,10923124,2446424,118513665,2971603,66809275,4,2,96%,28%,7,NPA,False,81%,Modern,29,620911,Adverse,40%,2.33%,0
L69382GJ1994PTC504575,AAA-2120,Active,2008-09-07,8125915,BCQDM3323F,27TESVD2738N1Z5,0.79,1462664.7,908810,174143,200613769,1382657,26796576,3,3,77%,13%,5,SMA-1,False,43%,Legacy,24,737898,Qualified,40%,3.19%,2
